Date,Total Q cms,SP,w_est,unit_SP
2015-07-19,2.3219776,112.7540712672,26.1489790787444,4.31198751307481
2017-02-04,2.27667072,110.55399182784,25.9232413956006,4.26466698900556
2016-12-22,2.23985888,108.76642728336,25.7379702936205,4.22591315642007
2017-03-10,2.16340352,105.05379322944,25.3476510831603,4.14451788391677
2017-01-11,2.14358176,104.09125847472,25.2452008063691,4.12320976462422
2017-05-25,2.13508672,103.67874357984,25.2011311645691,4.11405118694056
2017-02-05,2.13225504,103.54123861488,25.1864194692121,4.11099476610596
2016-03-12,2.08694816,101.34115917552,24.949528185868,4.06184671792399
2015-10-16,2.05863136,99.96610952592,24.8000058531274,4.03089056179854
2017-02-13,1.9963344,96.9410002968,24.466951101991,3.96212016334603
2016-01-08,1.98500768,96.39098043696,24.4057731632685,3.94951554257792
2017-03-11,1.98500768,96.39098043696,24.4057731632685,3.94951554257792
2018-03-24,1.90572064,92.54084141808,23.9719449008313,3.86038103294951
2018-03-02,1.90288896,92.40333645312,23.9562657812525,3.85716777801958
2017-02-10,1.840592,89.378227224,23.6079631975219,3.78593555387201
2017-02-08,1.83776032,89.24072225904,23.5919755328955,3.78267271999359
2017-03-12,1.81510688,88.14068253936,23.4635745649168,3.75648997110396
2017-02-14,1.74431488,84.70305841536,23.0564349271129,3.67372747274795
2017-01-01,1.72166144,83.60301869568,22.9242015130465,3.64693263789799
2018-03-25,1.71599808,83.32800876576,22.890991135004,3.64020973466449
2017-03-13,1.67352288,81.26543429136,22.6399328361186,3.58947329391867
2017-02-15,1.62538432,78.92784988704,22.3510471754565,3.5312819693616
2017-02-09,1.60556256,77.96531513232,22.2307025843274,3.50710081413645
2018-03-26,1.60556256,77.96531513232,22.2307025843274,3.50710081413645
2017-01-07,1.5857408,77.0027803776,22.1095230712372,3.48278794298258
2017-02-16,1.58007744,76.72777044768,22.0747447267746,3.47581688474143
2017-01-10,1.57724576,76.59026548272,22.0573293753814,3.47232723324174
2017-03-14,1.56591904,76.04024562288,21.9874922972417,3.45834097835791
2017-05-24,1.56025568,75.76523569296,21.9524676605806,3.45133116077922
2015-09-16,1.55459232,75.49022576304,21.9173717578598,3.44431013887276
2016-12-25,1.52627552,74.11517611344,21.7408089294973,3.40903488705439
2017-03-15,1.50928544,73.29014632368,21.6339894965709,3.38773143692692
2017-03-16,1.5007904,72.8776314288,21.5803272010234,3.37704015096416
2018-03-27,1.49795872,72.74012646384,21.5624019834681,3.37347047511728
2017-03-17,1.47813696,71.77759170912,21.4363906983498,3.34839911807754
2016-01-09,1.46964192,71.36507681424,21.3820962421177,3.33760899802086
2017-01-14,1.46114688,70.95256191936,21.3276257490284,3.32679139976902
2017-03-18,1.45548352,70.67755198944,21.2912134999514,3.31956428832022
2018-03-03,1.44982016,70.40254205952,21.2547218222466,3.31232479297057
2016-12-23,1.43566176,69.71501723472,21.1631419358742,3.29417141584938
2018-03-28,1.43566176,69.71501723472,21.1631419358742,3.29417141584938
2017-03-19,1.42433504,69.16499737488,21.0895132362393,3.27959192799338
2016-01-21,1.40734496,68.33996758512,20.9784527313647,3.25762669250366
2018-03-29,1.4016816,68.0649576552,20.9412658436109,3.25027905015429
2017-01-15,1.39601824,67.78994772528,20.9039947202739,3.24291833366822
2016-01-19,1.39318656,67.65244276032,20.8853274036965,3.23923304876447
2016-01-20,1.39035488,67.51493779536,20.8666388276516,3.23554446660053
2017-03-21,1.39035488,67.51493779536,20.8666388276516,3.23554446660053
2018-03-11,1.3875232,67.3774328304,20.8479289245552,3.2318525775019
2016-03-13,1.37619648,66.82741297056,20.7728746775552,3.2170517565759
2017-03-20,1.3733648,66.6899080056,20.7540571129856,3.21334318598712
2017-01-16,1.37053312,66.55240304064,20.7352178083505,3.20963124939241
2018-03-30,1.36486976,66.27739311072,20.6974736980643,3.20219723805802
2017-04-23,1.3592064,66.0023831808,20.6596417813225,3.19474964180985
2018-04-01,1.3592064,66.0023831808,20.6596417813225,3.19474964180985
2017-03-22,1.35637472,65.86487821584,20.640692717203,3.1910207238803
2016-12-30,1.345048,65.314858356,20.5646740712338,3.17607067973732
2018-03-31,1.345048,65.314858356,20.5646740712338,3.17607067973732
2017-03-23,1.33938464,65.03984842608,20.5265302915913,3.16857488831046
2016-12-31,1.32239456,64.21481863632,20.4115539871996,3.14600341926881
2017-01-08,1.31956288,64.07731367136,20.3923110009844,3.14222913078693
2018-03-15,1.30823616,63.52729381152,20.3151068918312,3.1270962121821
2015-12-20,1.30540448,63.38978884656,20.2957474318742,3.12330398569147
2016-01-10,1.30540448,63.38978884656,20.2957474318742,3.12330398569147
2016-03-08,1.3025728,63.2522838816,20.2763644406896,3.11950813799087
2018-04-02,1.29124608,62.70226402176,20.1985955599657,3.10428830735331
2016-03-29,1.2884144,62.5647590568,20.1790937059249,3.10047418226866
2017-01-17,1.28558272,62.42725409184,20.1595678348006,3.09665636701172
2018-01-08,1.27991936,62.15224416192,20.1204437105284,3.08900961907703
2017-03-24,1.274256,61.877234232,20.0812225209096,3.08134796910746
2018-04-03,1.26859264,61.60222430208,20.0419035921155,3.07367132163606
2016-11-21,1.26576096,61.46471933712,20.022207262851,3.06982734371954
2017-01-18,1.26576096,61.46471933712,20.022207262851,3.06982734371954
2016-03-14,1.25443424,60.91469947728,19.9431741693242,3.05441345294856
2017-03-26,1.25443424,60.91469947728,19.9431741693242,3.05441345294856
2016-05-07,1.25160256,60.77719451232,19.923353515989,3.05055042383025
2017-03-25,1.25160256,60.77719451232,19.923353515989,3.05055042383025
2017-04-25,1.25160256,60.77719451232,19.923353515989,3.05055042383025
2016-01-11,1.24877088,60.63968954736,19.9035077345715,3.04668354724387
2016-01-22,1.2459392,60.5021845824,19.8836367361266,3.04281281061997
2016-01-17,1.2317808,59.8146597576,19.7839003389301,3.02340078209446
2016-03-28,1.2317808,59.8146597576,19.7839003389301,3.02340078209446
2017-03-27,1.22045408,59.26463989776,19.7036480482614,3.00780037039839
2016-12-17,1.21195904,58.85212500288,19.6431847309717,2.99605821606346
2018-04-04,1.21195904,58.85212500288,19.6431847309717,2.99605821606346
2017-04-27,1.19780064,58.16460017808,19.5418827938369,2.97640717589524
2016-01-18,1.19496896,58.02709521312,19.5215420679083,2.97246472698033
2018-04-08,1.19496896,58.02709521312,19.5215420679083,2.97246472698033
2016-02-02,1.18647392,57.61458031824,19.4603574266056,2.96061264730272
2017-04-21,1.18647392,57.61458031824,19.4603574266056,2.96061264730272
2017-05-07,1.18647392,57.61458031824,19.4603574266056,2.96061264730272
2018-04-09,1.18647392,57.61458031824,19.4603574266056,2.96061264730272
2017-04-16,1.18364224,57.47707535328,19.4399080557818,2.95665366257662
2017-01-05,1.17797888,57.20206542336,19.398926967468,2.9487231700644
2017-04-20,1.17797888,57.20206542336,19.398926967468,2.9487231700644
2018-04-07,1.16948384,56.78955052848,19.3372479194053,2.93679590628253
2017-04-24,1.16665216,56.65204556352,19.3166325083688,2.932811686456
2018-04-05,1.16665216,56.65204556352,19.3166325083688,2.932811686456
2017-03-28,1.16382048,56.51454059856,19.2959890572981,2.92882320935942
2017-04-19,1.15532544,56.10202570368,19.2338893955261,2.91683208476438
2016-01-12,1.15249376,55.96452073872,19.2131327126139,2.91282642845525
2017-03-29,1.15249376,55.96452073872,19.2131327126139,2.91282642845525
2017-04-22,1.1468304,55.6895108088,19.1715334991293,2.90480210210254
2018-04-06,1.1468304,55.6895108088,19.1715334991293,2.90480210210254
2018-02-10,1.14399872,55.55200584384,19.150690748086,2.9007834012145
2016-04-09,1.14116704,55.41450087888,19.1298190860301,2.89676032113379
2017-05-23,1.14116704,55.41450087888,19.1298190860301,2.89676032113379
2017-01-04,1.132672,55.001985984,19.0670295102965,2.88466464869623
2018-02-11,1.132672,55.001985984,19.0670295102965,2.88466464869623
2016-01-16,1.12984032,54.86448101904,19.0460410771058,2.88062389432677
2017-07-21,1.12984032,54.86448101904,19.0460410771058,2.88062389432677
2015-11-02,1.12700864,54.72697605408,19.0250231657438,2.87657868152406
2016-02-18,1.12700864,54.72697605408,19.0250231657438,2.87657868152406
2017-01-03,1.12700864,54.72697605408,19.0250231657438,2.87657868152406
2017-01-02,1.12134528,54.45196612416,18.9828984452637,2.86847481595973
2017-03-30,1.12134528,54.45196612416,18.9828984452637,2.86847481595973
2017-04-18,1.11285024,54.03945122928,18.9194873632656,2.85628517262068
2017-01-06,1.11001856,53.90194626432,18.8982901284189,2.85221286677483
2017-04-26,1.1043552,53.6269363344,18.8558046273958,2.84405451764625
2017-05-06,1.09869184,53.35192640448,18.813196940681,2.83587773905208
2018-04-10,1.09869184,53.35192640448,18.813196940681,2.83587773905208
2016-03-27,1.09302848,53.07691647456,18.7704660843224,2.82768239403981
2016-04-10,1.09302848,53.07691647456,18.7704660843224,2.82768239403981
2017-03-31,1.08736512,52.80190654464,18.7276110612972,2.81946834392355
2018-02-19,1.08736512,52.80190654464,18.7276110612972,2.81946834392355
2017-04-01,1.08453344,52.66440157968,18.7061366720814,2.81535426063046
2017-04-17,1.0760384,52.2518866848,18.6415244603411,2.80298356478104
2018-02-20,1.0760384,52.2518866848,18.6415244603411,2.80298356478104
2018-02-18,1.07320672,52.11438171984,18.6199236108006,2.7988504576684
2017-05-16,1.07037504,51.97687675488,18.5982908207988,2.79471254943241
2018-04-15,1.07037504,51.97687675488,18.5982908207988,2.79471254943241
2017-04-02,1.06188,51.56436186,18.5331994843767,2.78226983438387
2017-04-28,1.05904832,51.42685689504,18.5114376043648,2.77811253745706
2018-04-14,1.05621664,51.28935193008,18.4896431152629,2.77395034670743
2015-12-14,1.05338496,51.15184696512,18.4678158805869,2.76978324323072
2016-02-05,1.04488992,50.73933207024,18.4021363241224,2.75725226552791
2017-04-09,1.04488992,50.73933207024,18.4021363241224,2.75725226552791
2016-03-22,1.04205824,50.60182710528,18.3801767233761,2.75306531960186
2016-03-23,1.04205824,50.60182710528,18.3801767233761,2.75306531960186
2016-01-13,1.03922656,50.46432214032,18.3581836803545,2.7488733645433
2016-03-15,1.03922656,50.46432214032,18.3581836803545,2.7488733645433
2018-03-04,1.03922656,50.46432214032,18.3581836803545,2.7488733645433
2017-04-03,1.03639488,50.32681717536,18.3361570527965,2.74467638068602
2017-04-08,1.03639488,50.32681717536,18.3361570527965,2.74467638068602
2018-03-01,1.03639488,50.32681717536,18.3361570527965,2.74467638068602
2018-04-11,1.03639488,50.32681717536,18.3361570527965,2.74467638068602
2017-04-13,1.0335632,50.1893122104,18.3140966974449,2.74047434823265
2016-01-24,1.03073152,50.05180724544,18.292002470037,2.73626724725337
2016-03-21,1.03073152,50.05180724544,18.292002470037,2.73626724725337
2017-04-15,1.03073152,50.05180724544,18.292002470037,2.73626724725337
2016-01-23,1.02789984,49.91430228048,18.2698742252947,2.73205505768471
2018-02-26,1.02506816,49.77679731552,18.2477118169147,2.72783775932823
2018-02-04,1.02223648,49.63929235056,18.2255150975582,2.72361533184927
2016-01-15,1.0194048,49.5017873856,18.2032839188407,2.71938775477566
2018-02-09,1.0194048,49.5017873856,18.2032839188407,2.71938775477566
2016-01-25,1.01657312,49.36428242064,18.1810181313216,2.71515500749636
2016-12-26,1.01657312,49.36428242064,18.1810181313216,2.71515500749636
2017-04-04,1.01657312,49.36428242064,18.1810181313216,2.71515500749636
2017-04-14,1.01657312,49.36428242064,18.1810181313216,2.71515500749636
2016-03-16,1.01374144,49.22677745568,18.1587175844941,2.71091706926018
2016-03-30,1.01374144,49.22677745568,18.1587175844941,2.71091706926018
2018-04-12,1.01374144,49.22677745568,18.1587175844941,2.71091706926018
2016-01-14,1.01090976,49.08927249072,18.1363821267741,2.7066739191744
2017-05-19,1.01090976,49.08927249072,18.1363821267741,2.7066739191744
2018-04-16,1.01090976,49.08927249072,18.1363821267741,2.7066739191744
2017-04-06,1.00807808,48.95176752576,18.1140116054895,2.70242553620342
2017-04-07,1.00807808,48.95176752576,18.1140116054895,2.70242553620342
2018-01-11,1.00807808,48.95176752576,18.1140116054895,2.70242553620342
2018-04-13,0.99958304,48.53925263088,18.0466881169829,2.68964877745085
2016-03-20,0.99391968,48.26424270096,18.0016276245506,2.68110438164698
2017-04-05,0.99391968,48.26424270096,18.0016276245506,2.68110438164698
2017-04-30,0.99391968,48.26424270096,18.0016276245506,2.68110438164698
2017-12-25,0.99391968,48.26424270096,18.0016276245506,2.68110438164698
2017-04-10,0.991088,48.126737736,17.9790434534603,2.67682415143934
2017-05-08,0.98825632,47.98923277104,17.9564231187101,2.67253853697825
2017-12-24,0.98825632,47.98923277104,17.9564231187101,2.67253853697825
2018-02-12,0.98825632,47.98923277104,17.9564231187101,2.67253853697825
2018-02-17,0.98825632,47.98923277104,17.9564231187101,2.67253853697825
2016-03-26,0.98542464,47.85172780608,17.9337664585213,2.66824751603381
2018-02-05,0.98542464,47.85172780608,17.9337664585213,2.66824751603381
2018-02-23,0.98542464,47.85172780608,17.9337664585213,2.66824751603381
2018-02-27,0.98542464,47.85172780608,17.9337664585213,2.66824751603381
2018-02-14,0.98259296,47.71422284112,17.9110733099242,2.66395106622015
2018-02-28,0.98259296,47.71422284112,17.9110733099242,2.66395106622015
2016-09-21,0.9769296,47.4392129112,17.8655768895975,2.65534178965261
2017-04-12,0.9769296,47.4392129112,17.8655768895975,2.65534178965261
2018-02-21,0.9769296,47.4392129112,17.8655768895975,2.65534178965261
2016-03-09,0.97126624,47.16420298128,17.8199325296822,2.64671052501011
2016-12-27,0.97126624,47.16420298128,17.8199325296822,2.64671052501011
2016-03-25,0.96843456,47.02669801632,17.7970544519458,2.64238658949423
2016-05-06,0.96560288,46.88919305136,17.7741388822742,2.63805708743064
2018-02-13,0.9627712,46.7516880864,17.7511856490088,2.63372199529728
2016-01-27,0.95993952,46.61418312144,17.7281945791973,2.62938128940317
2016-02-07,0.95710784,46.47667815648,17.7051654985801,2.62503494588668
2018-02-03,0.95710784,46.47667815648,17.7051654985801,2.62503494588668
2018-02-15,0.95710784,46.47667815648,17.7051654985801,2.62503494588668
2018-03-10,0.95710784,46.47667815648,17.7051654985801,2.62503494588668
2016-02-03,0.95427616,46.33917319152,17.6820982315769,2.62068294071384
2017-05-01,0.95427616,46.33917319152,17.6820982315769,2.62068294071384
2018-02-25,0.95427616,46.33917319152,17.6820982315769,2.62068294071384
2018-04-17,0.95427616,46.33917319152,17.6820982315769,2.62068294071384
2016-03-24,0.95144448,46.20166822656,17.6589926012723,2.61632524967654
2017-04-11,0.95144448,46.20166822656,17.6589926012723,2.61632524967654
2017-05-22,0.9486128,46.0641632616,17.635848429402,2.61196184839075
2016-01-28,0.94578112,45.92665829664,17.6126655363382,2.60759271229472
2016-02-04,0.94578112,45.92665829664,17.6126655363382,2.60759271229472
2018-02-07,0.94294944,45.78915333168,17.5894437410753,2.60321781664716
2018-03-05,0.94294944,45.78915333168,17.5894437410753,2.60321781664716
2016-01-29,0.94011776,45.65164836672,17.5661828612146,2.59883713652536
2017-05-15,0.94011776,45.65164836672,17.5661828612146,2.59883713652536
2018-02-22,0.94011776,45.65164836672,17.5661828612146,2.59883713652536
2018-02-24,0.94011776,45.65164836672,17.5661828612146,2.59883713652536
2017-05-14,0.9344544,45.3766384368,17.5195431110536,2.59005832224989
2018-02-06,0.9344544,45.3766384368,17.5195431110536,2.59005832224989
2016-12-28,0.93162272,45.23913347184,17.4961638688573,2.5856601373267
2017-05-04,0.93162272,45.23913347184,17.4961638688573,2.5856601373267
2018-02-16,0.93162272,45.23913347184,17.4961638688573,2.5856601373267
2015-12-21,0.92595936,44.96412354192,17.4492857096139,2.57684608357043
2016-01-03,0.92595936,44.96412354192,17.4492857096139,2.57684608357043
2018-02-08,0.920296,44.689113612,17.4022467125238,2.56800827791039
2018-04-19,0.920296,44.689113612,17.4022467125238,2.56800827791039
2015-11-03,0.91746432,44.55160864704,17.3786664173874,2.56358040237576
2016-01-26,0.91746432,44.55160864704,17.3786664173874,2.56358040237576
2016-09-22,0.91463264,44.41410368208,17.3550453308607,2.55914650958029
2017-05-02,0.91463264,44.41410368208,17.3550453308607,2.55914650958029
2018-04-18,0.91463264,44.41410368208,17.3550453308607,2.55914650958029
2015-10-17,0.91180096,44.27659871712,17.3313832557613,2.55470657267946
2017-05-05,0.91180096,44.27659871712,17.3313832557613,2.55470657267946
2017-05-09,0.91180096,44.27659871712,17.3313832557613,2.55470657267946
2017-05-18,0.91180096,44.27659871712,17.3313832557613,2.55470657267946
2018-01-29,0.91180096,44.27659871712,17.3313832557613,2.55470657267946
2016-12-18,0.9061376,44.0015887872,17.2839353432511,2.54580845816351
2017-05-21,0.9061376,44.0015887872,17.2839353432511,2.54580845816351
2017-04-29,0.90047424,43.72657885728,17.2363210707007,2.53688583996089
2016-02-06,0.89764256,43.58907389232,17.2124510394678,2.53241527266344
2017-07-22,0.89764256,43.58907389232,17.2124510394678,2.53241527266344
2016-12-19,0.89481088,43.45156892736,17.1885388029988,2.52793849584115
2018-02-02,0.89481088,43.45156892736,17.1885388029988,2.52793849584115
2018-03-06,0.89481088,43.45156892736,17.1885388029988,2.52793849584115
2018-04-21,0.89481088,43.45156892736,17.1885388029988,2.52793849584115
2016-12-29,0.8919792,43.3140639624,17.1645841527532,2.52345548117765
2018-01-07,0.8919792,43.3140639624,17.1645841527532,2.52345548117765
2015-12-19,0.88914752,43.17655899744,17.1405868784943,2.51896620013707
2016-03-31,0.88914752,43.17655899744,17.1405868784943,2.51896620013707
2017-05-17,0.88914752,43.17655899744,17.1405868784943,2.51896620013707
2015-12-22,0.88631584,43.03905403248,17.1165467682697,2.51447062396165
2018-04-20,0.88631584,43.03905403248,17.1165467682697,2.51447062396165
2017-05-03,0.88348416,42.90154906752,17.0924636083923,2.50996872366928
2017-12-31,0.88348416,42.90154906752,17.0924636083923,2.50996872366928
2018-01-01,0.88065248,42.76404410256,17.0683371834195,2.50546047005104
2017-05-10,0.87498912,42.48903417264,17.0199536675237,2.49642478485207
2018-03-09,0.87498912,42.48903417264,17.0199536675237,2.49642478485207
2016-12-20,0.87215744,42.35152920768,16.9956961367589,2.49189729369664
2018-01-28,0.87215744,42.35152920768,16.9956961367589,2.49189729369664
2018-03-08,0.87215744,42.35152920768,16.9956961367589,2.49189729369664
2018-03-12,0.87215744,42.35152920768,16.9956961367589,2.49189729369664
2016-03-18,0.86932576,42.21402424272,16.9713944611741,2.48736333006072
2016-03-19,0.86932576,42.21402424272,16.9713944611741,2.48736333006072
2018-03-07,0.86932576,42.21402424272,16.9713944611741,2.48736333006072
2016-12-21,0.86649408,42.07651927776,16.9470484162445,2.48282286356294
2018-04-22,0.86649408,42.07651927776,16.9470484162445,2.48282286356294
2016-03-17,0.8636624,41.9390143128,16.9226577755658,2.47827586357946
2018-02-01,0.8636624,41.9390143128,16.9226577755658,2.47827586357946
2016-04-08,0.86083072,41.80150934784,16.8982223108313,2.47372229924129
2018-01-31,0.85799904,41.66400438288,16.8737417918099,2.46916213943149
2017-05-13,0.85233568,41.38899445296,16.8246446602248,2.46002190767261
2016-01-30,0.849504,41.251489488,16.8000275773718,2.45544177222437
2017-05-20,0.849504,41.251489488,16.8000275773718,2.45544177222437
2018-01-30,0.849504,41.251489488,16.8000275773718,2.45544177222437
2017-08-02,0.84384064,40.97647955808,16.7506551867298,2.44626130150075
2018-01-18,0.84384064,40.97647955808,16.7506551867298,2.44626130150075
2015-09-10,0.84100896,40.83897459312,16.725899396477,2.44166090116038
2017-12-23,0.83817728,40.70146962816,16.7010968844934,2.43705368034542
2018-03-14,0.83817728,40.70146962816,16.7010968844934,2.43705368034542
2018-03-16,0.83817728,40.70146962816,16.7010968844934,2.43705368034542
2018-04-23,0.83817728,40.70146962816,16.7010968844934,2.43705368034542
2017-05-12,0.8353456,40.5639646632,16.6762474043086,2.43243960585039
2016-04-11,0.83251392,40.42645969824,16.6513507073118,2.42781864419493
2016-05-01,0.82401888,40.01394480336,16.5763747966766,2.41391409727188
2017-07-23,0.82401888,40.01394480336,16.5763747966766,2.41391409727188
2017-11-12,0.8211872,39.8764398384,16.5512867025859,2.40926524656055
2015-11-01,0.81835552,39.73893487344,16.5261501155917,2.40460933704989
2018-03-13,0.81835552,39.73893487344,16.5261501155917,2.40460933704989
2015-12-23,0.81552384,39.60142990848,16.5009647736782,2.3999463335411
2018-01-12,0.81552384,39.60142990848,16.5009647736782,2.3999463335411
2018-01-19,0.81552384,39.60142990848,16.5009647736782,2.3999463335411
2017-12-30,0.81269216,39.46392494352,16.4757304124983,2.39527620053694
2018-01-15,0.81269216,39.46392494352,16.4757304124983,2.39527620053694
2016-03-10,0.80986048,39.32641997856,16.4504467653446,2.39059890223815
2017-05-11,0.80986048,39.32641997856,16.4504467653446,2.39059890223815
2018-01-16,0.8070288,39.1889150136,16.4251135631201,2.3859144025398
2018-01-21,0.8070288,39.1889150136,16.4251135631201,2.3859144025398
2018-03-17,0.80419712,39.05141004864,16.3997305343081,2.38122266502762
2016-05-08,0.79853376,38.77640011872,16.3488138985751,2.3718173293354
2017-12-28,0.79853376,38.77640011872,16.3488138985751,2.3718173293354
2016-01-04,0.79570208,38.63889515376,16.3232797362476,2.36710365674603
2018-03-18,0.79570208,38.63889515376,16.3232797362476,2.36710365674603
2018-01-27,0.7928704,38.5013901888,16.2976946364562,2.36238259751637
2018-03-19,0.7928704,38.5013901888,16.2976946364562,2.36238259751637
2017-11-11,0.79003872,38.36388522384,16.2720583151214,2.35765411362796
2018-01-20,0.79003872,38.36388522384,16.2720583151214,2.35765411362796
2018-04-24,0.79003872,38.36388522384,16.2720583151214,2.35765411362796
2018-01-13,0.78720704,38.22638025888,16.2463704855543,2.35291816672958
2017-12-29,0.78437536,38.08887529392,16.2206308584233,2.34817471813314
2017-07-24,0.78154368,37.95137032896,16.1948391417203,2.34342372880949
2018-01-14,0.78154368,37.95137032896,16.1948391417203,2.34342372880949
2018-03-20,0.78154368,37.95137032896,16.1948391417203,2.34342372880949
2017-11-05,0.778712,37.813865364,16.1689950407255,2.33866515938415
2018-04-25,0.778712,37.813865364,16.1689950407255,2.33866515938415
2015-10-19,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2015-12-13,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2016-09-12,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2017-11-13,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2018-01-17,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2018-01-26,0.77588032,37.67636039904,16.1430982579734,2.33389897013301
2016-11-27,0.77304864,37.53885543408,16.1171484932157,2.32912512097792
2017-11-26,0.77021696,37.40135046912,16.0911454433861,2.32434357148222
2017-12-26,0.7645536,37.1263405392,16.0389782619315,2.31475720790266
2016-01-01,0.75889024,36.85133060928,15.986594231291,2.30513954855686
2016-05-09,0.75889024,36.85133060928,15.986594231291,2.30513954855686
2018-01-02,0.75889024,36.85133060928,15.986594231291,2.30513954855686
2015-12-17,0.75605856,36.71382564432,15.9603201088414,2.30031887793917
2018-01-22,0.75605856,36.71382564432,15.9603201088414,2.30031887793917
2015-12-31,0.75322688,36.57632067936,15.9339908216225,2.29549025657313
2018-01-25,0.75322688,36.57632067936,15.9339908216225,2.29549025657313
2016-02-10,0.7503952,36.4388157144,15.9076060457693,2.29065364138126
2016-05-02,0.7503952,36.4388157144,15.9076060457693,2.29065364138126
2018-01-06,0.74756352,36.30131074944,15.8811654542849,2.28580898888913
2015-11-29,0.74473184,36.16380578448,15.8546687169979,2.28095625522017
2018-01-24,0.74473184,36.16380578448,15.8546687169979,2.28095625522017
2015-12-27,0.74190016,36.02630081952,15.8281155005199,2.27609539609037
2016-11-28,0.74190016,36.02630081952,15.8281155005199,2.27609539609037
2018-01-23,0.73906848,35.88879585456,15.8015054682012,2.27122636680298
2017-08-04,0.73340512,35.61378592464,15.7481135928702,2.26146361687179
2017-07-25,0.73057344,35.47628095968,15.7213310598488,2.25656980472118
2017-08-03,0.73057344,35.47628095968,15.7213310598488,2.25656980472118
2016-02-11,0.72491008,35.20127102976,15.6675910523118,2.24675707402804
2015-11-04,0.7220784,35.0637660648,15.6406328669786,2.24183806135035
2015-09-17,0.71924672,34.92626109984,15.6136154141074,2.23691055361099
2015-10-04,0.71924672,34.92626109984,15.6136154141074,2.23691055361099
2015-12-06,0.71641504,34.78875613488,15.5865383292893,2.23197450260697
2017-07-28,0.71641504,34.78875613488,15.5865383292893,2.23197450260697
2015-12-24,0.71358336,34.65125116992,15.5594012444242,2.22702985967005
2016-01-02,0.71358336,34.65125116992,15.5594012444242,2.22702985967005
2015-12-18,0.70792,34.37624124,15.5049455833806,2.21711460095978
2017-11-19,0.70508832,34.23873627504,15.4776262520702,2.21214388546567
2018-01-05,0.70508832,34.23873627504,15.4776262520702,2.21214388546567
2017-08-01,0.69942496,33.96372634512,15.4228026708282,2.20217602922207
2016-02-17,0.69092992,33.55121145024,15.3400991313774,2.18715740771275
2016-10-28,0.68809824,33.41370648528,15.3124048458827,2.182133167297
2017-11-27,0.68809824,33.41370648528,15.3124048458827,2.182133167297
2017-11-23,0.68526656,33.27620152032,15.2846466643387,2.17709982121851
2016-02-12,0.68243488,33.13869655536,15.2568241743742,2.17205731524525
2017-12-27,0.68243488,33.13869655536,15.2568241743742,2.17205731524525
2017-08-06,0.6796032,33.0011915904,15.2289369592325,2.16700559459557
2015-09-20,0.67677152,32.86368662544,15.2009845977062,2.1619446039304
2016-02-16,0.67677152,32.86368662544,15.2009845977062,2.1619446039304
2017-07-29,0.67393984,32.72618166048,15.1729666640712,2.15687428734514
2015-11-26,0.67110816,32.58867669552,15.1448827280183,2.15179458836154
2015-12-25,0.67110816,32.58867669552,15.1448827280183,2.15179458836154
2017-11-24,0.67110816,32.58867669552,15.1448827280183,2.15179458836154
2017-11-17,0.6654448,32.3136667656,15.0885151040853,2.14160681436776
2015-11-30,0.66261312,32.17616180064,15.0602305320368,2.13649862345689
2015-12-26,0.66261312,32.17616180064,15.0602305320368,2.13649862345689
2017-07-26,0.66261312,32.17616180064,15.0602305320368,2.13649862345689
2017-08-05,0.65978144,32.03865683568,15.031878189089,2.13138081832884
2018-04-26,0.65978144,32.03865683568,15.031878189089,2.13138081832884
2015-12-07,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2016-03-05,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2016-04-12,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2016-11-22,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2017-11-06,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2017-11-20,0.65694976,31.90115187072,15.0034576209485,2.12625333950877
2016-04-15,0.65411808,31.76364690576,14.9749683683026,2.12111612689573
2017-07-27,0.65411808,31.76364690576,14.9749683683026,2.12111612689573
2015-09-21,0.6512864,31.6261419408,14.9464099667423,2.11596911975332
2015-11-08,0.6512864,31.6261419408,14.9464099667423,2.11596911975332
2016-02-09,0.6512864,31.6261419408,14.9464099667423,2.11596911975332
2017-10-29,0.6512864,31.6261419408,14.9464099667423,2.11596911975332
2016-02-08,0.64845472,31.48863697584,14.9177819466833,2.1108122567002
2017-11-10,0.64845472,31.48863697584,14.9177819466833,2.1108122567002
2016-11-26,0.64279136,31.21362704592,14.8603151463692,2.10046871405324
2017-11-18,0.64279136,31.21362704592,14.8603151463692,2.10046871405324
2015-11-15,0.63995968,31.07612208096,14.8314754003351,2.09528190838369
2018-01-03,0.63995968,31.07612208096,14.8314754003351,2.09528190838369
2016-04-14,0.637128,30.938617116,14.8025641040749,2.09008499463164
2017-12-17,0.63429632,30.80111215104,14.7735807608859,2.08487790804164
2015-10-18,0.63146464,30.66360718608,14.7445248683816,2.07966058315216
2015-11-07,0.62863296,30.52610222112,14.7153959184009,2.07443295378472
